score,content,date,app,platform
1,"Last year it was really easy to open the app, no registration was required. But now u have to sign up or in, and sadly u do NOT get registered!! No way to use the app. Will uninstal ????????",2/8/2020 15:43,headspace,google
1,"They want $400, only refundable at their discretion, before you have seen any credentials. You have to buy without seeing anything and hope that they match you correctly. You'll never actually see the therapist so it may well not be who you think it is, it could be a 16 year old giving life advice to me and I'd never know.",10/2/2019 1:09,talkspace,google
1,I never intended on getting headspace If I wanted it I could have used Netflix So far I haven't gotten a refund which I expect 100 percent I am a Navel Veteran on a fixed income and this unauthorized taking of my funds has hurt my budget to the point that I can't by food,4/19/2021 22:17,headspace,google
1,"I tried Talkspace in the hopes that it would be a far less stressful alternative to in person counseling sessions. Unfortunately, it just wasn't for me. I figured this out within a few days. So because I had paid for a full month of sessions, I asked for a partial refund for the time that would not be used. They said that they couldn't refund any of my money because they need to pay the therapists who use the app. Even when I explained that I was no longer using the app and just wanted a refund for the near three weeks worth of sessions that would now go paid for but unused, they said they could only refund my money if there had been a death or other extreme circumstances. So basically, they make you pay in bulk ahead of time, and screw you over if you decide the app isn't helpful towards your particular issue. It's a great scam. Best way to make money hand over fist without really even trying.",12/21/2016 20:09,talkspace,apple
1,"I appreciate Headspace as a great way to promote and contribute to mindfulness, but I wish they would not make it a maze to delete the app.  In an app that is built to simplify thinking and life, they certainly have made it a complicated process to unsubscribe.",12/29/2016 12:08,headspace,apple
2,"Fine, but they make it very hard to unsubscribe (you cant do it from within the app).",4/20/2021 15:17,headspace,google
1,But it harvests your data without anonymizing it. Why would I pay for an app that sells my personal data?  Would you pay for your shrink to sell your information?  Good app and content otherwise.,7/25/2021 22:19,headspace,apple
1,"Watch out for any subscription service. Even though I haven't even talked to my therapist in months and he told me I wouldn't be charged in the time he was out, I still got charged two months after. After the first month I sucked it up and canceled my subscription. Guess it doesn't matter though because I was charged again the next month EVEN THOUGH I CANCELED. Just go through your provider to mental healthcare, if you're getting charged for no service it's not actually cheaper",12/15/2020 23:01,talkspace,google
1,"Headspace engages in deceptive business practices designed to delay cancellation of a subscription.  Do not ""add on"" the monthly subscription unless you do not care about being able to cancel when you want to.  I contacted Headspace about the problem and they were unwilling to address it at all.  ITunes refunded me the deceptively-obtained overcharge, but it is a lot of trouble to go to.  Best use a different meditation app.  I like Insight Timer.",7/31/2016 17:30,headspace,apple
1,"I would give this app 0 stars if possible. Please do not waste your time. I was asked for my name and age and then asked for my money. There was no concern about what my actual issues were. When I questioned Angie (my consultative therapist) about her intentions to only ask me for my money, she said her goal was to best fit me ... That's without knowing anything about my issues. I asked her to provide more of a thorough consultation before I decided to commit to a paid subscription and no questions were asked, only attempts to prove why she was asking me for my money. It was not until I expressed my issues with the company's approach to therapy, and admitted that I would share my concerns with others that she asked additional questions and offered assistance. It's upsetting that I came to this app for assistance and left with only more doubt on anyone's ability to help me. Please feel free to respond to me for references for a therapist as I've found someone elsewhere  willing to listen to my issues and provide me with a full consultation :)",1/24/2016 4:00,talkspace,apple
