,score,content,date,app,platform,relevancy_label,llm_response
309,1,Since September I have been charged for services I have not had access to Holli advised me when I expressed my issue that someone would get back to me and I have not gotten one response. Yet I am still being charged. There is no direct contact to settle anything with with anyone.,1/8/2019 23:59,talkspace,apple,maybe-privacy,yes
310,1,"I've been trying to get my account deleted for couple days now, I decided to do so after reading that they start to charge you as soon as your trial is done. How about just ask me when the trial is over instead of trapping me in a subscription service before I even try. Sent emails, did their FAQ, I see no delete function that their FAQ days is there.",12/10/2019 22:21,headspace,google,maybe-privacy,yes
311,1,"I finally got to my lowest point. Desperate enough to use this app, hoping for a lifeline. What I got was a therapist who ended up telling me more about her problems than listening to mine. And when I did get her attention I only got short canned questions I could've gotten from a random therapy question generator (someone should build that - it'd be more helpful than this app, and less dangerous). What's worse, when I tried to slip away quietly by asking for a reassignment, evidently the app does not allow for that level of discretion. Now I'm being confronted by this person who was spilling his guts to me, guilt-tripping me for wanting someone else. I seriously question the vetting process of this app. On top of that, my last ditch effort failed miserably.",11/10/2016 19:45,talkspace,apple,maybe-privacy,yes
312,1,"So my mum said I can play a game but I can't watch YouTube so I was playing a stressful game and saw this add which was perfect. I was having a good time relaxing, and then it stopped. When I tried to start it again it kept going from the beginning. Then I had to stop. I closed the app down and turned my phone off and you could still here the voice. I had to uninstall the app to stop it. My mum thought I was watching YouTube. I got in trouble from this app and I'd only been on it for 3 mins.",11/9/2019 7:56,headspace,google,maybe-privacy,yes
313,1,"The Calm app is a prison sentence. If you happen to click on it, it will enable a trial subscription that automatically renews for ONE YEAR. Then try to escape this prison. Might as well be Alcatraz. They make it impossible to cancel the subscription. So difficult. So Machiavellian. ITunes should ban this crap.",12/17/2018 2:15,calm,apple,maybe-privacy,yes
314,1,"11th month update: Now I am trying to delete my subscription it is sooooo difficult. Unbelievable. I would never recommend this app. They have hidden the subscription change, created many bugs like your browser does not support... I am trying to unsubscribe using the app itself, but surprisingly it is not working because of java or smtng. Why you would need java to unsubscribe. You are trying to rob the users. Making it difficult so that they will give up, and you will continue making money",10/28/2020 3:06,calm,google,maybe-privacy,yes
315,1,I cannot unsubscribe from this.  Do not start the free trial. They don??t have a way to unsubscribe.  RIP-OFF,7/30/2018 16:36,calm,apple,maybe-privacy,yes
316,1,I just wanted to use it for one day because I saw it in a ad. But I don't feel comfortable with sharing my info to the app just for a app to calm me. Sorry but I just don't feel this is the app for me,3/6/2021 0:09,headspace,google,maybe-privacy,yes
317,1,"Charged me for a year, unauthorized. I never subscribed I never clicked subscribe I never agreed to pay anything and they just billed me over $60 out of my PayPal. This is a scam. Do not download this app! MALWARE that steals your money!!",8/25/2019 20:42,calm,google,maybe-privacy,yes
318,1,"Don??t download this app until you read the FULL  description, as they apparently ??automatically?? bill you on a subscription basis unless you cancel (which I had to hunt down this option).  Not good business practice in my personal opinion. It should not be automatic.",1/29/2018 23:06,calm,apple,maybe-privacy,yes
319,1,"As soon as I realized that this wasn??t a free app, I tried to click out of it but instead I keep getting messages about how I??m liking my free 7 day trial.  I looked up on their support how to cancel, because I never even signed up, the instructions for canceling are bogus.  There??s no way to get a hold of a real person and now I feel trapped into paying for an app I NEVER EVEN SIGNED UP FOR!!!!  Total scam!!!",3/10/2018 6:01,calm,apple,maybe-privacy,yes
320,1,Downloaded this during a difficult time and after a few nice messages I started getting called names and they were telling me to go kill myself. Would NEVER recommend this to anyone,10/27/2018 15:10,talkspace,apple,maybe-privacy,yes
321,1,Gets all your data and starts spamming. Before showing the mandatory credit card lock screen and money part. No free trials without credit card,12/1/2020 4:37,headspace,google,maybe-privacy,yes
322,1,SCAMMERS I hate apps that after I downloaded as a free app it turns out to be not free @ all and we will give u couple of days free after u give us ur credit card number. SCAMMERS,5/22/2020 9:28,calm,google,maybe-privacy,yes
323,1,My wife was able to get into the app without my knowledge and read what I was messaging to my therapist. Also they charged me when I was suooosed to have a free month. STAY AWAY!,5/22/2020 17:51,talkspace,apple,maybe-privacy,yes
